Region,Population,Year,Age
"Total, New Zealand by territorial authority/SA2",281000,2001,0-4 Years
Far North district,4350,2001,0-4 Years
Whangarei district,5070,2001,0-4 Years
Kaipara district,1320,2001,0-4 Years
Auckland,92830,2001,0-4 Years
Rodney local board area,3130,2001,0-4 Years
Hibiscus and Bays local board area,4430,2001,0-4 Years
Upper Harbour local board area,2490,2001,0-4 Years
Kaipatiki local board area,5480,2001,0-4 Years
Devonport-Takapuna local board area,2880,2001,0-4 Years
Henderson-Massey local board area,7910,2001,0-4 Years
Waitakere Ranges local board area,3520,2001,0-4 Years
Aotea/Great Barrier local board area,75,2001,0-4 Years
Waiheke local board area,480,2001,0-4 Years
Waitemata local board area,2420,2001,0-4 Years
Whau local board area,5160,2001,0-4 Years
Albert-Eden local board area,6000,2001,0-4 Years
Puketapapa local board area,3450,2001,0-4 Years
Orakei local board area,4320,2001,0-4 Years
Maungakiekie-Tamaki local board area,6060,2001,0-4 Years
Howick local board area,6090,2001,0-4 Years
Mangere-Otahuhu local board area,7070,2001,0-4 Years
Otara-Papatoetoe local board area,7370,2001,0-4 Years
Manurewa local board area,7190,2001,0-4 Years
Papakura local board area,3300,2001,0-4 Years
Franklin local board area,4000,2001,0-4 Years
Thames-Coromandel district,1450,2001,0-4 Years
Hauraki district,1300,2001,0-4 Years
Waikato district,4570,2001,0-4 Years
Matamata-Piako district,2370,2001,0-4 Years
Hamilton city,9260,2001,0-4 Years
Waipa district,2850,2001,0-4 Years
Otorohanga district,740,2001,0-4 Years
South Waikato district,2220,2001,0-4 Years
Waitomo district,820,2001,0-4 Years
Taupo district,2530,2001,0-4 Years
Western Bay of Plenty district,2620,2001,0-4 Years
Tauranga city,6660,2001,0-4 Years
Rotorua district,5630,2001,0-4 Years
Whakatane district,2870,2001,0-4 Years
Kawerau district,690,2001,0-4 Years
Opotiki district,790,2001,0-4 Years
Gisborne district,4030,2001,0-4 Years
Wairoa district,790,2001,0-4 Years
Hastings district,5570,2001,0-4 Years
Napier city,3780,2001,0-4 Years
Central Hawke's Bay district,940,2001,0-4 Years
New Plymouth district,4620,2001,0-4 Years
Stratford district,620,2001,0-4 Years
South Taranaki district,2180,2001,0-4 Years
Ruapehu district,1320,2001,0-4 Years
Whanganui district,3110,2001,0-4 Years
Rangitikei district,1210,2001,0-4 Years
Manawatu district,1900,2001,0-4 Years
Palmerston North city,5250,2001,0-4 Years
Tararua district,1390,2001,0-4 Years
Horowhenua district,2130,2001,0-4 Years
Kapiti Coast district,2680,2001,0-4 Years
Porirua city,4770,2001,0-4 Years
Upper Hutt city,2770,2001,0-4 Years
Lower Hutt city,7870,2001,0-4 Years
Wellington city,11190,2001,0-4 Years
Masterton district,1640,2001,0-4 Years
Carterton district,480,2001,0-4 Years
South Wairarapa district,620,2001,0-4 Years
Tasman district,2830,2001,0-4 Years
Nelson city,2670,2001,0-4 Years
Marlborough district,2540,2001,0-4 Years
Kaikoura district,220,2001,0-4 Years
Buller district,600,2001,0-4 Years
Grey district,910,2001,0-4 Years
Westland district,490,2001,0-4 Years
Hurunui district,690,2001,0-4 Years
Waimakariri district,2830,2001,0-4 Years
Christchurch city,20960,2001,0-4 Years
Selwyn district,2000,2001,0-4 Years
Ashburton district,1620,2001,0-4 Years
Timaru district,2620,2001,0-4 Years
Mackenzie district,230,2001,0-4 Years
Waimate district,440,2001,0-4 Years
Chatham Islands territory,60,2001,0-4 Years
Waitaki district,1190,2001,0-4 Years
Central Otago district,830,2001,0-4 Years
Queenstown-Lakes district,1170,2001,0-4 Years
Dunedin city,6640,2001,0-4 Years
Clutha district,1240,2001,0-4 Years
Southland district,1980,2001,0-4 Years
Gore district,850,2001,0-4 Years
Invercargill city,3610,2001,0-4 Years
Area outside territorial authority,5,2001,0-4 Years
"Total, New Zealand by territorial authority/SA2",286000,2006,0-4 Years
Far North district,4020,2006,0-4 Years
Whangarei district,5260,2006,0-4 Years
Kaipara district,1330,2006,0-4 Years
Auckland,98950,2006,0-4 Years
Rodney local board area,3290,2006,0-4 Years
Hibiscus and Bays local board area,4820,2006,0-4 Years
Upper Harbour local board area,2940,2006,0-4 Years
Kaipatiki local board area,5590,2006,0-4 Years
Devonport-Takapuna local board area,3070,2006,0-4 Years
Henderson-Massey local board area,8610,2006,0-4 Years
Waitakere Ranges local board area,3760,2006,0-4 Years
Aotea/Great Barrier local board area,35,2006,0-4 Years
Waiheke local board area,510,2006,0-4 Years
Waitemata local board area,2790,2006,0-4 Years
Whau local board area,5050,2006,0-4 Years
Albert-Eden local board area,5990,2006,0-4 Years
Puketapapa local board area,3320,2006,0-4 Years
Orakei local board area,4890,2006,0-4 Years
Maungakiekie-Tamaki local board area,6100,2006,0-4 Years
Howick local board area,7230,2006,0-4 Years
Mangere-Otahuhu local board area,7430,2006,0-4 Years
Otara-Papatoetoe local board area,7280,2006,0-4 Years
Manurewa local board area,8120,2006,0-4 Years
Papakura local board area,3640,2006,0-4 Years
Franklin local board area,4480,2006,0-4 Years
Thames-Coromandel district,1410,2006,0-4 Years
Hauraki district,1150,2006,0-4 Years
Waikato district,4720,2006,0-4 Years
Matamata-Piako district,2180,2006,0-4 Years
Hamilton city,9980,2006,0-4 Years
Waipa district,2980,2006,0-4 Years
Otorohanga district,690,2006,0-4 Years
South Waikato district,1780,2006,0-4 Years
Waitomo district,770,2006,0-4 Years
Taupo district,2350,2006,0-4 Years
Western Bay of Plenty district,2560,2006,0-4 Years
Tauranga city,7160,2006,0-4 Years
Rotorua district,5450,2006,0-4 Years
Whakatane district,2590,2006,0-4 Years
Kawerau district,620,2006,0-4 Years
Opotiki district,710,2006,0-4 Years
Gisborne district,3750,2006,0-4 Years
Wairoa district,700,2006,0-4 Years
Hastings district,5450,2006,0-4 Years
Napier city,3740,2006,0-4 Years
Central Hawke's Bay district,880,2006,0-4 Years
New Plymouth district,4390,2006,0-4 Years
Stratford district,640,2006,0-4 Years
South Taranaki district,2040,2006,0-4 Years
Ruapehu district,1080,2006,0-4 Years
Whanganui district,2780,2006,0-4 Years
Rangitikei district,1010,2006,0-4 Years
Manawatu district,1730,2006,0-4 Years
Palmerston North city,5390,2006,0-4 Years
Tararua district,1340,2006,0-4 Years
Horowhenua district,1940,2006,0-4 Years
Kapiti Coast district,2690,2006,0-4 Years
Porirua city,4370,2006,0-4 Years
Upper Hutt city,2640,2006,0-4 Years
Lower Hutt city,7640,2006,0-4 Years
Wellington city,11720,2006,0-4 Years
Masterton district,1460,2006,0-4 Years
Carterton district,490,2006,0-4 Years
South Wairarapa district,600,2006,0-4 Years
Tasman district,2970,2006,0-4 Years
Nelson city,2600,2006,0-4 Years
Marlborough district,2430,2006,0-4 Years
Kaikoura district,200,2006,0-4 Years
Buller district,560,2006,0-4 Years
Grey district,880,2006,0-4 Years
Westland district,520,2006,0-4 Years
Hurunui district,710,2006,0-4 Years
Waimakariri district,2930,2006,0-4 Years
Christchurch city,22370,2006,0-4 Years
Selwyn district,2480,2006,0-4 Years
Ashburton district,1790,2006,0-4 Years
Timaru district,2380,2006,0-4 Years
Mackenzie district,240,2006,0-4 Years
Waimate district,410,2006,0-4 Years
Chatham Islands territory,55,2006,0-4 Years
Waitaki district,1130,2006,0-4 Years
Central Otago district,1010,2006,0-4 Years
Queenstown-Lakes district,1370,2006,0-4 Years
Dunedin city,6370,2006,0-4 Years
Clutha district,1210,2006,0-4 Years
Southland district,2080,2006,0-4 Years
Gore district,790,2006,0-4 Years
Invercargill city,3330,2006,0-4 Years
Area outside territorial authority,5,2006,0-4 Years
"Total, New Zealand by territorial authority/SA2",311930,2013,0-4 Years
Far North district,4530,2013,0-4 Years
Whangarei district,6300,2013,0-4 Years
Kaipara district,1350,2013,0-4 Years
Auckland,109860,2013,0-4 Years
Rodney local board area,3440,2013,0-4 Years
Hibiscus and Bays local board area,5470,2013,0-4 Years
Upper Harbour local board area,3560,2013,0-4 Years
Kaipatiki local board area,6710,2013,0-4 Years
Devonport-Takapuna local board area,3500,2013,0-4 Years
Henderson-Massey local board area,10160,2013,0-4 Years
Waitakere Ranges local board area,4060,2013,0-4 Years
Aotea/Great Barrier local board area,50,2013,0-4 Years
Waiheke local board area,530,2013,0-4 Years
Waitemata local board area,3310,2013,0-4 Years
Whau local board area,5980,2013,0-4 Years
Albert-Eden local board area,6240,2013,0-4 Years
Puketapapa local board area,3800,2013,0-4 Years
Orakei local board area,5000,2013,0-4 Years
Maungakiekie-Tamaki local board area,6600,2013,0-4 Years
Howick local board area,8470,2013,0-4 Years
Mangere-Otahuhu local board area,7600,2013,0-4 Years
Otara-Papatoetoe local board area,7590,2013,0-4 Years
Manurewa local board area,8580,2013,0-4 Years
Papakura local board area,4470,2013,0-4 Years
Franklin local board area,4740,2013,0-4 Years
Thames-Coromandel district,1390,2013,0-4 Years
Hauraki district,1240,2013,0-4 Years
Waikato district,5030,2013,0-4 Years
Matamata-Piako district,2390,2013,0-4 Years
Hamilton city,12040,2013,0-4 Years
Waipa district,3280,2013,0-4 Years
Otorohanga district,810,2013,0-4 Years
South Waikato district,1900,2013,0-4 Years
Waitomo district,750,2013,0-4 Years
Taupo district,2570,2013,0-4 Years
Western Bay of Plenty district,2770,2013,0-4 Years
Tauranga city,8420,2013,0-4 Years
Rotorua district,5270,2013,0-4 Years
Whakatane district,2530,2013,0-4 Years
Kawerau district,600,2013,0-4 Years
Opotiki district,630,2013,0-4 Years
Gisborne district,3880,2013,0-4 Years
Wairoa district,730,2013,0-4 Years
Hastings district,5790,2013,0-4 Years
Napier city,4080,2013,0-4 Years
Central Hawke's Bay district,990,2013,0-4 Years
New Plymouth district,5420,2013,0-4 Years
Stratford district,710,2013,0-4 Years
South Taranaki district,2180,2013,0-4 Years
Ruapehu district,1070,2013,0-4 Years
Whanganui district,2970,2013,0-4 Years
Rangitikei district,1080,2013,0-4 Years
Manawatu district,1900,2013,0-4 Years
Palmerston North city,5880,2013,0-4 Years
Tararua district,1290,2013,0-4 Years
Horowhenua district,1930,2013,0-4 Years
Kapiti Coast district,3010,2013,0-4 Years
Porirua city,4630,2013,0-4 Years
Upper Hutt city,2840,2013,0-4 Years
Lower Hutt city,7460,2013,0-4 Years
Wellington city,12090,2013,0-4 Years
Masterton district,1540,2013,0-4 Years
Carterton district,550,2013,0-4 Years
South Wairarapa district,650,2013,0-4 Years
Tasman district,2860,2013,0-4 Years
Nelson city,3000,2013,0-4 Years
Marlborough district,2800,2013,0-4 Years
Kaikoura district,210,2013,0-4 Years
Buller district,700,2013,0-4 Years
Grey district,970,2013,0-4 Years
Westland district,540,2013,0-4 Years
Hurunui district,780,2013,0-4 Years
Waimakariri district,3090,2013,0-4 Years
Christchurch city,22440,2013,0-4 Years
Selwyn district,3200,2013,0-4 Years
Ashburton district,2420,2013,0-4 Years
Timaru district,2690,2013,0-4 Years
Mackenzie district,290,2013,0-4 Years
Waimate district,480,2013,0-4 Years
Chatham Islands territory,40,2013,0-4 Years
Waitaki district,1280,2013,0-4 Years
Central Otago district,1120,2013,0-4 Years
Queenstown-Lakes district,2160,2013,0-4 Years
Dunedin city,6690,2013,0-4 Years
Clutha district,1150,2013,0-4 Years
Southland district,2230,2013,0-4 Years
Gore district,810,2013,0-4 Years
Invercargill city,3660,2013,0-4 Years
Area outside territorial authority,0,2013,0-4 Years
"Total, New Zealand by territorial authority/SA2",305030,2018,0-4 Years
Far North district,4490,2018,0-4 Years
Whangarei district,6110,2018,0-4 Years
Kaipara district,1470,2018,0-4 Years
Auckland,107440,2018,0-4 Years
Rodney local board area,4210,2018,0-4 Years
Hibiscus and Bays local board area,6020,2018,0-4 Years
Upper Harbour local board area,3980,2018,0-4 Years
Kaipatiki local board area,6350,2018,0-4 Years
Devonport-Takapuna local board area,3090,2018,0-4 Years
Henderson-Massey local board area,10010,2018,0-4 Years
Waitakere Ranges local board area,3700,2018,0-4 Years
Aotea/Great Barrier local board area,50,2018,0-4 Years
Waiheke local board area,420,2018,0-4 Years
Waitemata local board area,2800,2018,0-4 Years
Whau local board area,5700,2018,0-4 Years
Albert-Eden local board area,4940,2018,0-4 Years
Puketapapa local board area,3530,2018,0-4 Years
Orakei local board area,4370,2018,0-4 Years
Maungakiekie-Tamaki local board area,5990,2018,0-4 Years
Howick local board area,8820,2018,0-4 Years
Mangere-Otahuhu local board area,7060,2018,0-4 Years
Otara-Papatoetoe local board area,7540,2018,0-4 Years
Manurewa local board area,8690,2018,0-4 Years
Papakura local board area,5260,2018,0-4 Years
Franklin local board area,4910,2018,0-4 Years
Thames-Coromandel district,1360,2018,0-4 Years
Hauraki district,1200,2018,0-4 Years
Waikato district,5510,2018,0-4 Years
Matamata-Piako district,2280,2018,0-4 Years
Hamilton city,12070,2018,0-4 Years
Waipa district,3470,2018,0-4 Years
Otorohanga district,780,2018,0-4 Years
South Waikato district,1900,2018,0-4 Years
Waitomo district,690,2018,0-4 Years
Taupo district,2500,2018,0-4 Years
Western Bay of Plenty district,2850,2018,0-4 Years
Tauranga city,9070,2018,0-4 Years
Rotorua district,5190,2018,0-4 Years
