Region,Population,Year,Age
Whakatane District,2290,2043,0-4 years
Kawerau District,480,2043,0-4 years
Opotiki District,690,2043,0-4 years
Gisborne District,3230,2043,0-4 years
Wairoa District,660,2043,0-4 years
Hastings District,5910,2043,0-4 years
Napier City,3680,2043,0-4 years
Central Hawke's Bay District,1040,2043,0-4 years
New Plymouth District,4980,2043,0-4 years
Stratford District,560,2043,0-4 years
South Taranaki District,1640,2043,0-4 years
Ruapehu District,680,2043,0-4 years
Whanganui District,2570,2043,0-4 years
Rangitikei District,1040,2043,0-4 years
Manawatu District,1770,2043,0-4 years
Palmerston North City,5250,2043,0-4 years
Tararua District,1080,2043,0-4 years
Horowhenua District,2070,2043,0-4 years
Kapiti Coast District,2660,2043,0-4 years
Porirua City,4110,2043,0-4 years
Upper Hutt City,2680,2043,0-4 years
Lower Hutt City,6520,2043,0-4 years
Wellington City,10390,2043,0-4 years
Masterton District,1570,2043,0-4 years
Carterton District,640,2043,0-4 years
South Wairarapa District,630,2043,0-4 years
Tasman District,2850,2043,0-4 years
Nelson City,2300,2043,0-4 years
Marlborough District,2340,2043,0-4 years
Kaikoura District,180,2043,0-4 years
Buller District,330,2043,0-4 years
Grey District,670,2043,0-4 years
Westland District,340,2043,0-4 years
Hurunui District,680,2043,0-4 years
Waimakariri District,4040,2043,0-4 years
Christchurch City,20940,2043,0-4 years
Selwyn District,6190,2043,0-4 years
Ashburton District,2130,2043,0-4 years
Timaru District,2150,2043,0-4 years
Mackenzie District,250,2043,0-4 years
Waimate District,430,2043,0-4 years
Chatham Islands Territory,50,2043,0-4 years
Waitaki District,1050,2043,0-4 years
Central Otago District,1360,2043,0-4 years
Queenstown-Lakes District,2710,2043,0-4 years
Dunedin City,5800,2043,0-4 years
Clutha District,970,2043,0-4 years
Southland District,1740,2043,0-4 years
Gore District,560,2043,0-4 years
Invercargill City,2980,2043,0-4 years
Far North District,4710,2048,0-4 years
Whangarei District,6350,2048,0-4 years
Kaipara District,1760,2048,0-4 years
Auckland,109320,2048,0-4 years
Thames-Coromandel District,1150,2048,0-4 years
Hauraki District,1060,2048,0-4 years
Waikato District,7780,2048,0-4 years
Matamata-Piako District,2200,2048,0-4 years
Hamilton City,14280,2048,0-4 years
Waipa District,3550,2048,0-4 years
Otorohanga District,680,2048,0-4 years
South Waikato District,1830,2048,0-4 years
Waitomo District,530,2048,0-4 years
Taupo District,2390,2048,0-4 years
Western Bay of Plenty District,3150,2048,0-4 years
Tauranga City,10880,2048,0-4 years
Rotorua District,4500,2048,0-4 years
Whakatane District,2230,2048,0-4 years
Kawerau District,460,2048,0-4 years
Opotiki District,670,2048,0-4 years
Gisborne District,3170,2048,0-4 years
Wairoa District,630,2048,0-4 years
Hastings District,5950,2048,0-4 years
Napier City,3660,2048,0-4 years
Central Hawke's Bay District,1040,2048,0-4 years
New Plymouth District,5040,2048,0-4 years
Stratford District,540,2048,0-4 years
South Taranaki District,1620,2048,0-4 years
Ruapehu District,610,2048,0-4 years
Whanganui District,2550,2048,0-4 years
Rangitikei District,1020,2048,0-4 years
Manawatu District,1790,2048,0-4 years
Palmerston North City,5280,2048,0-4 years
Tararua District,1010,2048,0-4 years
Horowhenua District,2060,2048,0-4 years
Kapiti Coast District,2550,2048,0-4 years
Porirua City,4070,2048,0-4 years
Upper Hutt City,2730,2048,0-4 years
Lower Hutt City,6370,2048,0-4 years
Wellington City,10120,2048,0-4 years
Masterton District,1600,2048,0-4 years
Carterton District,640,2048,0-4 years
South Wairarapa District,620,2048,0-4 years
Tasman District,2690,2048,0-4 years
Nelson City,2240,2048,0-4 years
Marlborough District,2320,2048,0-4 years
Kaikoura District,190,2048,0-4 years
Buller District,320,2048,0-4 years
Grey District,640,2048,0-4 years
Westland District,320,2048,0-4 years
Hurunui District,660,2048,0-4 years
Waimakariri District,4140,2048,0-4 years
Christchurch City,20990,2048,0-4 years
Selwyn District,6550,2048,0-4 years
Ashburton District,2120,2048,0-4 years
Timaru District,2140,2048,0-4 years
Mackenzie District,250,2048,0-4 years
Waimate District,420,2048,0-4 years
Chatham Islands Territory,45,2048,0-4 years
Waitaki District,1010,2048,0-4 years
Central Otago District,1450,2048,0-4 years
Queenstown-Lakes District,2840,2048,0-4 years
Dunedin City,5870,2048,0-4 years
Clutha District,930,2048,0-4 years
Southland District,1690,2048,0-4 years
Gore District,520,2048,0-4 years
Invercargill City,2930,2048,0-4 years
Far North District,5050,2023,5-9 years
Whangarei District,6690,2023,5-9 years
Kaipara District,1810,2023,5-9 years
Auckland,109060,2023,5-9 years
Thames-Coromandel District,1530,2023,5-9 years
Hauraki District,1280,2023,5-9 years
Waikato District,6930,2023,5-9 years
Matamata-Piako District,2370,2023,5-9 years
Hamilton City,12030,2023,5-9 years
Waipa District,3980,2023,5-9 years
Otorohanga District,770,2023,5-9 years
South Waikato District,1940,2023,5-9 years
Waitomo District,680,2023,5-9 years
Taupo District,2660,2023,5-9 years
Western Bay of Plenty District,3370,2023,5-9 years
Tauranga City,10210,2023,5-9 years
Rotorua District,5260,2023,5-9 years
Whakatane District,2730,2023,5-9 years
Kawerau District,580,2023,5-9 years
Opotiki District,770,2023,5-9 years
Gisborne District,3830,2023,5-9 years
Wairoa District,680,2023,5-9 years
Hastings District,5930,2023,5-9 years
Napier City,4110,2023,5-9 years
Central Hawke's Bay District,1110,2023,5-9 years
New Plymouth District,5790,2023,5-9 years
Stratford District,690,2023,5-9 years
South Taranaki District,2060,2023,5-9 years
Ruapehu District,860,2023,5-9 years
Whanganui District,2990,2023,5-9 years
Rangitikei District,1060,2023,5-9 years
Manawatu District,2290,2023,5-9 years
Palmerston North City,5810,2023,5-9 years
Tararua District,1240,2023,5-9 years
Horowhenua District,2140,2023,5-9 years
Kapiti Coast District,3080,2023,5-9 years
Porirua City,4440,2023,5-9 years
Upper Hutt City,2990,2023,5-9 years
Lower Hutt City,7190,2023,5-9 years
Wellington City,9010,2023,5-9 years
Masterton District,1790,2023,5-9 years
Carterton District,570,2023,5-9 years
South Wairarapa District,630,2023,5-9 years
Tasman District,2980,2023,5-9 years
Nelson City,2950,2023,5-9 years
Marlborough District,2800,2023,5-9 years
Kaikoura District,230,2023,5-9 years
Buller District,470,2023,5-9 years
Grey District,820,2023,5-9 years
Westland District,470,2023,5-9 years
Hurunui District,850,2023,5-9 years
Waimakariri District,4060,2023,5-9 years
Christchurch City,20430,2023,5-9 years
Selwyn District,5820,2023,5-9 years
Ashburton District,2340,2023,5-9 years
Timaru District,2790,2023,5-9 years
Mackenzie District,270,2023,5-9 years
Waimate District,430,2023,5-9 years
Chatham Islands Territory,40,2023,5-9 years
Waitaki District,1400,2023,5-9 years
Central Otago District,1330,2023,5-9 years
Queenstown-Lakes District,2400,2023,5-9 years
Dunedin City,6360,2023,5-9 years
Clutha District,1120,2023,5-9 years
Southland District,2170,2023,5-9 years
Gore District,730,2023,5-9 years
Invercargill City,3410,2023,5-9 years
Far North District,4720,2028,5-9 years
Whangarei District,6410,2028,5-9 years
Kaipara District,1740,2028,5-9 years
Auckland,101090,2028,5-9 years
Thames-Coromandel District,1410,2028,5-9 years
Hauraki District,1270,2028,5-9 years
Waikato District,6930,2028,5-9 years
Matamata-Piako District,2510,2028,5-9 years
Hamilton City,12840,2028,5-9 years
Waipa District,3970,2028,5-9 years
Otorohanga District,690,2028,5-9 years
South Waikato District,1910,2028,5-9 years
Waitomo District,610,2028,5-9 years
Taupo District,2610,2028,5-9 years
Western Bay of Plenty District,3670,2028,5-9 years
Tauranga City,10550,2028,5-9 years
Rotorua District,5060,2028,5-9 years
Whakatane District,2610,2028,5-9 years
Kawerau District,550,2028,5-9 years
Opotiki District,790,2028,5-9 years
Gisborne District,3650,2028,5-9 years
Wairoa District,640,2028,5-9 years
Hastings District,6030,2028,5-9 years
Napier City,4020,2028,5-9 years
Central Hawke's Bay District,1010,2028,5-9 years
New Plymouth District,5590,2028,5-9 years
Stratford District,720,2028,5-9 years
South Taranaki District,1980,2028,5-9 years
Ruapehu District,810,2028,5-9 years
Whanganui District,2970,2028,5-9 years
Rangitikei District,1060,2028,5-9 years
Manawatu District,2240,2028,5-9 years
Palmerston North City,5630,2028,5-9 years
Tararua District,1160,2028,5-9 years
Horowhenua District,2290,2028,5-9 years
Kapiti Coast District,2960,2028,5-9 years
Porirua City,4310,2028,5-9 years
Upper Hutt City,3170,2028,5-9 years
Lower Hutt City,6900,2028,5-9 years
Wellington City,7590,2028,5-9 years
Masterton District,1890,2028,5-9 years
Carterton District,610,2028,5-9 years
South Wairarapa District,660,2028,5-9 years
Tasman District,3160,2028,5-9 years
Nelson City,2710,2028,5-9 years
Marlborough District,2660,2028,5-9 years
Kaikoura District,230,2028,5-9 years
Buller District,440,2028,5-9 years
Grey District,810,2028,5-9 years
Westland District,420,2028,5-9 years
Hurunui District,770,2028,5-9 years
Waimakariri District,4030,2028,5-9 years
Christchurch City,20890,2028,5-9 years
Selwyn District,5960,2028,5-9 years
Ashburton District,2180,2028,5-9 years
Timaru District,2610,2028,5-9 years
Mackenzie District,320,2028,5-9 years
Waimate District,440,2028,5-9 years
Chatham Islands Territory,45,2028,5-9 years
Waitaki District,1160,2028,5-9 years
Central Otago District,1440,2028,5-9 years
Queenstown-Lakes District,2780,2028,5-9 years
Dunedin City,6320,2028,5-9 years
Clutha District,1110,2028,5-9 years
Southland District,1940,2028,5-9 years
Gore District,660,2028,5-9 years
Invercargill City,3130,2028,5-9 years
Far North District,4790,2033,5-9 years
Whangarei District,6420,2033,5-9 years
Kaipara District,1800,2033,5-9 years
Auckland,99020,2033,5-9 years
Thames-Coromandel District,1410,2033,5-9 years
Hauraki District,1240,2033,5-9 years
Waikato District,7290,2033,5-9 years
Matamata-Piako District,2510,2033,5-9 years
Hamilton City,12890,2033,5-9 years
Waipa District,3940,2033,5-9 years
Otorohanga District,680,2033,5-9 years
South Waikato District,1900,2033,5-9 years
Waitomo District,600,2033,5-9 years
Taupo District,2580,2033,5-9 years
Western Bay of Plenty District,3760,2033,5-9 years
Tauranga City,10610,2033,5-9 years
Rotorua District,4800,2033,5-9 years
Whakatane District,2530,2033,5-9 years
Kawerau District,520,2033,5-9 years
Opotiki District,790,2033,5-9 years
Gisborne District,3530,2033,5-9 years
Wairoa District,640,2033,5-9 years
Hastings District,6010,2033,5-9 years
Napier City,3910,2033,5-9 years
Central Hawke's Bay District,1010,2033,5-9 years
New Plymouth District,5380,2033,5-9 years
Stratford District,700,2033,5-9 years
South Taranaki District,1860,2033,5-9 years
Ruapehu District,760,2033,5-9 years
Whanganui District,2980,2033,5-9 years
Rangitikei District,1060,2033,5-9 years
Manawatu District,2260,2033,5-9 years
Palmerston North City,5460,2033,5-9 years
Tararua District,1150,2033,5-9 years
Horowhenua District,2340,2033,5-9 years
Kapiti Coast District,2960,2033,5-9 years
Porirua City,4190,2033,5-9 years
Upper Hutt City,3110,2033,5-9 years
Lower Hutt City,6990,2033,5-9 years
Wellington City,8490,2033,5-9 years
Masterton District,1920,2033,5-9 years
Carterton District,610,2033,5-9 years
South Wairarapa District,660,2033,5-9 years
Tasman District,3280,2033,5-9 years
Nelson City,2570,2033,5-9 years
Marlborough District,2510,2033,5-9 years
Kaikoura District,220,2033,5-9 years
Buller District,430,2033,5-9 years
Grey District,790,2033,5-9 years
Westland District,400,2033,5-9 years
Hurunui District,760,2033,5-9 years
Waimakariri District,4230,2033,5-9 years
Christchurch City,20260,2033,5-9 years
Selwyn District,6250,2033,5-9 years
Ashburton District,2230,2033,5-9 years
Timaru District,2530,2033,5-9 years
Mackenzie District,320,2033,5-9 years
Waimate District,440,2033,5-9 years
Chatham Islands Territory,50,2033,5-9 years
Waitaki District,1190,2033,5-9 years
Central Otago District,1480,2033,5-9 years
Queenstown-Lakes District,2900,2033,5-9 years
Dunedin City,5960,2033,5-9 years
Clutha District,1100,2033,5-9 years
Southland District,1930,2033,5-9 years
Gore District,660,2033,5-9 years
Invercargill City,2980,2033,5-9 years
Far North District,4840,2038,5-9 years
Whangarei District,6400,2038,5-9 years
Kaipara District,1740,2038,5-9 years
Auckland,101030,2038,5-9 years
Thames-Coromandel District,1390,2038,5-9 years
Hauraki District,1160,2038,5-9 years
Waikato District,7480,2038,5-9 years
Matamata-Piako District,2440,2038,5-9 years
Hamilton City,12860,2038,5-9 years
Waipa District,3830,2038,5-9 years
Otorohanga District,680,2038,5-9 years
South Waikato District,1880,2038,5-9 years
Waitomo District,590,2038,5-9 years
Taupo District,2500,2038,5-9 years
Western Bay of Plenty District,3620,2038,5-9 years
Tauranga City,10360,2038,5-9 years
Rotorua District,4640,2038,5-9 years
Whakatane District,2430,2038,5-9 years
Kawerau District,490,2038,5-9 years
Opotiki District,760,2038,5-9 years
Gisborne District,3410,2038,5-9 years
Wairoa District,640,2038,5-9 years
Hastings District,6000,2038,5-9 years
Napier City,3820,2038,5-9 years
Central Hawke's Bay District,1010,2038,5-9 years
New Plymouth District,5210,2038,5-9 years
Stratford District,670,2038,5-9 years
South Taranaki District,1750,2038,5-9 years
Ruapehu District,710,2038,5-9 years
Whanganui District,2870,2038,5-9 years
Rangitikei District,1040,2038,5-9 years
Manawatu District,2110,2038,5-9 years
Palmerston North City,5330,2038,5-9 years
Tararua District,1140,2038,5-9 years
Horowhenua District,2290,2038,5-9 years
Kapiti Coast District,2970,2038,5-9 years
Porirua City,4100,2038,5-9 years
Upper Hutt City,2950,2038,5-9 years
Lower Hutt City,6860,2038,5-9 years
Wellington City,9130,2038,5-9 years
Masterton District,1800,2038,5-9 years
Carterton District,630,2038,5-9 years
South Wairarapa District,650,2038,5-9 years
Tasman District,3330,2038,5-9 years
Nelson City,2490,2038,5-9 years
Marlborough District,2450,2038,5-9 years
Kaikoura District,200,2038,5-9 years
Buller District,400,2038,5-9 years
Grey District,750,2038,5-9 years
Westland District,370,2038,5-9 years
Hurunui District,750,2038,5-9 years
Waimakariri District,4240,2038,5-9 years
Christchurch City,20270,2038,5-9 years
Selwyn District,6100,2038,5-9 years
