Region,Population,Year,Age,65 and over,Generation
Kaipara District,1400,2023,40-44 Years,False,Millennial
Whangarei District,5490,2023,40-44 Years,False,Millennial
Far North District,3710,2023,40-44 Years,False,Millennial
"Total, New Zealand",331800,2023,40-44 Years,False,Millennial
Area Outside Territorial Authority,5,2018,40-44 Years,False,Gen X
Invercargill City,3500,2018,40-44 Years,False,Gen X
Gore District,710,2018,40-44 Years,False,Gen X
Southland District,2020,2018,40-44 Years,False,Gen X
Clutha District,1140,2018,40-44 Years,False,Gen X
Dunedin City,7150,2018,40-44 Years,False,Gen X
Queenstown-Lakes District,3030,2018,40-44 Years,False,Gen X
Central Otago District,1260,2018,40-44 Years,False,Gen X
Waitaki District,1290,2018,40-44 Years,False,Gen X
Rodney Local Board Area,5260,2023,40-44 Years,False,Millennial
Area Outside Territorial Authority,5,2023,40-44 Years,False,Millennial
Area Outside Territorial Authority,10,2006,40-44 Years,False,Gen X
Gore District,990,2006,40-44 Years,False,Gen X
Hibiscus And Bays Local Board Area,6280,2001,40-44 Years,False,Baby Boomer
Rodney Local Board Area,3840,2001,40-44 Years,False,Baby Boomer
Auckland,93590,2001,40-44 Years,False,Baby Boomer
Kaipara District,1390,2001,40-44 Years,False,Baby Boomer
Whangarei District,5280,2001,40-44 Years,False,Baby Boomer
Far North District,4280,2001,40-44 Years,False,Baby Boomer
"Total, New Zealand",296880,2001,40-44 Years,False,Baby Boomer
Area Outside Territorial Authority,20,1996,40-44 Years,False,Baby Boomer
Invercargill City,3840,1996,40-44 Years,False,Baby Boomer
Gore District,980,1996,40-44 Years,False,Baby Boomer
Southland District,2420,1996,40-44 Years,False,Baby Boomer
Clutha District,1360,1996,40-44 Years,False,Baby Boomer
Dunedin City,8090,1996,40-44 Years,False,Baby Boomer
Queenstown-Lakes District,1050,1996,40-44 Years,False,Baby Boomer
Central Otago District,1170,1996,40-44 Years,False,Baby Boomer
Waitaki District,1580,1996,40-44 Years,False,Baby Boomer
Chatham Islands Territory,55,1996,40-44 Years,False,Baby Boomer
Waimate District,580,1996,40-44 Years,False,Baby Boomer
Mackenzie District,330,1996,40-44 Years,False,Baby Boomer
Timaru District,3140,1996,40-44 Years,False,Baby Boomer
Ashburton District,1960,1996,40-44 Years,False,Baby Boomer
Selwyn District,1970,1996,40-44 Years,False,Baby Boomer
Christchurch City,22940,1996,40-44 Years,False,Baby Boomer
Waimakariri District,2600,1996,40-44 Years,False,Baby Boomer
Hurunui District,750,1996,40-44 Years,False,Baby Boomer
Westland District,600,1996,40-44 Years,False,Baby Boomer
Grey District,1020,1996,40-44 Years,False,Baby Boomer
Buller District,790,1996,40-44 Years,False,Baby Boomer
Kaikoura District,270,1996,40-44 Years,False,Baby Boomer
Upper Harbour Local Board Area,3050,2001,40-44 Years,False,Baby Boomer
Kaipatiki Local Board Area,5920,2001,40-44 Years,False,Baby Boomer
Devonport-Takapuna Local Board Area,4040,2001,40-44 Years,False,Baby Boomer
Henderson-Massey Local Board Area,6730,2001,40-44 Years,False,Baby Boomer
Kawerau District,480,2001,40-44 Years,False,Baby Boomer
Whakatane District,2570,2001,40-44 Years,False,Baby Boomer
Rotorua District,5160,2001,40-44 Years,False,Baby Boomer
Tauranga City,6780,2001,40-44 Years,False,Baby Boomer
Western Bay of Plenty District,3110,2001,40-44 Years,False,Baby Boomer
Taupo District,2460,2001,40-44 Years,False,Baby Boomer
Waitomo District,750,2001,40-44 Years,False,Baby Boomer
South Waikato District,1760,2001,40-44 Years,False,Baby Boomer
Otorohanga District,730,2001,40-44 Years,False,Baby Boomer
Waipa District,3270,2001,40-44 Years,False,Baby Boomer
Hamilton City,8360,2001,40-44 Years,False,Baby Boomer
Matamata-Piako District,2390,2001,40-44 Years,False,Baby Boomer
Waikato District,4310,2001,40-44 Years,False,Baby Boomer
Hauraki District,1370,2001,40-44 Years,False,Baby Boomer
Marlborough District,2780,1996,40-44 Years,False,Baby Boomer
Thames-Coromandel District,1810,2001,40-44 Years,False,Baby Boomer
Papakura Local Board Area,2760,2001,40-44 Years,False,Baby Boomer
Manurewa Local Board Area,4900,2001,40-44 Years,False,Baby Boomer
Otara-Papatoetoe Local Board Area,4510,2001,40-44 Years,False,Baby Boomer
Mangere-Otahuhu Local Board Area,4070,2001,40-44 Years,False,Baby Boomer
Howick Local Board Area,7950,2001,40-44 Years,False,Baby Boomer
Maungakiekie-Tamaki Local Board Area,4560,2001,40-44 Years,False,Baby Boomer
Orakei Local Board Area,5870,2001,40-44 Years,False,Baby Boomer
Puketapapa Local Board Area,3890,2001,40-44 Years,False,Baby Boomer
Albert-Eden Local Board Area,7150,2001,40-44 Years,False,Baby Boomer
Whau Local Board Area,4980,2001,40-44 Years,False,Baby Boomer
Waitemata Local Board Area,3880,2001,40-44 Years,False,Baby Boomer
Waiheke Local Board Area,630,2001,40-44 Years,False,Baby Boomer
Aotea/great Barrier Local Board Area,105,2001,40-44 Years,False,Baby Boomer
Waitakere Ranges Local Board Area,3950,2001,40-44 Years,False,Baby Boomer
Franklin Local Board Area,4510,2001,40-44 Years,False,Baby Boomer
Tasman District,2950,1996,40-44 Years,False,Baby Boomer
South Wairarapa District,640,1996,40-44 Years,False,Baby Boomer
Carterton District,570,1996,40-44 Years,False,Baby Boomer
Waikato District,3780,1996,40-44 Years,False,Baby Boomer
Hauraki District,1320,1996,40-44 Years,False,Baby Boomer
Thames-Coromandel District,1750,1996,40-44 Years,False,Baby Boomer
Franklin Local Board Area,3720,1996,40-44 Years,False,Baby Boomer
Papakura Local Board Area,2560,1996,40-44 Years,False,Baby Boomer
Manurewa Local Board Area,3780,1996,40-44 Years,False,Baby Boomer
Otara-Papatoetoe Local Board Area,4100,1996,40-44 Years,False,Baby Boomer
Mangere-Otahuhu Local Board Area,3570,1996,40-44 Years,False,Baby Boomer
Howick Local Board Area,6690,1996,40-44 Years,False,Baby Boomer
Maungakiekie-Tamaki Local Board Area,4070,1996,40-44 Years,False,Baby Boomer
Orakei Local Board Area,5640,1996,40-44 Years,False,Baby Boomer
Puketapapa Local Board Area,3320,1996,40-44 Years,False,Baby Boomer
Albert-Eden Local Board Area,6460,1996,40-44 Years,False,Baby Boomer
Whau Local Board Area,3950,1996,40-44 Years,False,Baby Boomer
Matamata-Piako District,2060,1996,40-44 Years,False,Baby Boomer
Waitemata Local Board Area,3300,1996,40-44 Years,False,Baby Boomer
Aotea/great Barrier Local Board Area,115,1996,40-44 Years,False,Baby Boomer
Waitakere Ranges Local Board Area,3380,1996,40-44 Years,False,Baby Boomer
Henderson-Massey Local Board Area,5470,1996,40-44 Years,False,Baby Boomer
Devonport-Takapuna Local Board Area,3830,1996,40-44 Years,False,Baby Boomer
Kaipatiki Local Board Area,5340,1996,40-44 Years,False,Baby Boomer
Upper Harbour Local Board Area,2010,1996,40-44 Years,False,Baby Boomer
Hibiscus And Bays Local Board Area,5380,1996,40-44 Years,False,Baby Boomer
Rodney Local Board Area,3120,1996,40-44 Years,False,Baby Boomer
Auckland,80330,1996,40-44 Years,False,Baby Boomer
Kaipara District,1270,1996,40-44 Years,False,Baby Boomer
Whangarei District,4840,1996,40-44 Years,False,Baby Boomer
Far North District,3770,1996,40-44 Years,False,Baby Boomer
"Total, New Zealand",264200,1996,40-44 Years,False,Baby Boomer
Invercargill City,3970,2006,40-44 Years,False,Gen X
Waiheke Local Board Area,520,1996,40-44 Years,False,Baby Boomer
Opotiki District,710,2001,40-44 Years,False,Baby Boomer
Hamilton City,7510,1996,40-44 Years,False,Baby Boomer
Otorohanga District,710,1996,40-44 Years,False,Baby Boomer
Masterton District,1750,1996,40-44 Years,False,Baby Boomer
Wellington City,11960,1996,40-44 Years,False,Baby Boomer
Lower Hutt City,6830,1996,40-44 Years,False,Baby Boomer
Upper Hutt City,2650,1996,40-44 Years,False,Baby Boomer
Porirua City,3420,1996,40-44 Years,False,Baby Boomer
Kapiti Coast District,2580,1996,40-44 Years,False,Baby Boomer
Horowhenua District,1910,1996,40-44 Years,False,Baby Boomer
Tararua District,1430,1996,40-44 Years,False,Baby Boomer
Palmerston North City,4820,1996,40-44 Years,False,Baby Boomer
Manawatu District,2000,1996,40-44 Years,False,Baby Boomer
Rangitikei District,1060,1996,40-44 Years,False,Baby Boomer
Whanganui District,3180,1996,40-44 Years,False,Baby Boomer
Ruapehu District,1120,1996,40-44 Years,False,Baby Boomer
South Taranaki District,2030,1996,40-44 Years,False,Baby Boomer
Waipa District,2790,1996,40-44 Years,False,Baby Boomer
Stratford District,630,1996,40-44 Years,False,Baby Boomer
Central Hawke's Bay District,1050,1996,40-44 Years,False,Baby Boomer
Napier City,3690,1996,40-44 Years,False,Baby Boomer
Hastings District,4790,1996,40-44 Years,False,Baby Boomer
Wairoa District,660,1996,40-44 Years,False,Baby Boomer
Gisborne District,3360,1996,40-44 Years,False,Baby Boomer
Opotiki District,610,1996,40-44 Years,False,Baby Boomer
Kawerau District,500,1996,40-44 Years,False,Baby Boomer
Whakatane District,2330,1996,40-44 Years,False,Baby Boomer
Rotorua District,4510,1996,40-44 Years,False,Baby Boomer
Tauranga City,5490,1996,40-44 Years,False,Baby Boomer
Western Bay of Plenty District,2590,1996,40-44 Years,False,Baby Boomer
Taupo District,2210,1996,40-44 Years,False,Baby Boomer
Waitomo District,660,1996,40-44 Years,False,Baby Boomer
South Waikato District,1690,1996,40-44 Years,False,Baby Boomer
New Plymouth District,5060,1996,40-44 Years,False,Baby Boomer
Gisborne District,3400,2001,40-44 Years,False,Baby Boomer
Nelson City,3070,1996,40-44 Years,False,Baby Boomer
Hastings District,5340,2001,40-44 Years,False,Baby Boomer
Manawatu District,2120,2006,40-44 Years,False,Gen X
Whanganui District,3130,2006,40-44 Years,False,Gen X
Ruapehu District,980,2006,40-44 Years,False,Gen X
South Taranaki District,2030,2006,40-44 Years,False,Gen X
Stratford District,690,2006,40-44 Years,False,Gen X
New Plymouth District,5300,2006,40-44 Years,False,Gen X
Central Hawke's Bay District,1040,2006,40-44 Years,False,Gen X
Napier City,4200,2006,40-44 Years,False,Gen X
Hastings District,5550,2006,40-44 Years,False,Gen X
Wairoa District,600,2006,40-44 Years,False,Gen X
Gisborne District,3260,2006,40-44 Years,False,Gen X
Opotiki District,630,2006,40-44 Years,False,Gen X
Kawerau District,470,2006,40-44 Years,False,Gen X
Whakatane District,2510,2006,40-44 Years,False,Gen X
Palmerston North City,5670,2006,40-44 Years,False,Gen X
Rotorua District,5120,2006,40-44 Years,False,Gen X
Western Bay of Plenty District,3440,2006,40-44 Years,False,Gen X
Taupo District,2460,2006,40-44 Years,False,Gen X
Waitomo District,750,2006,40-44 Years,False,Gen X
South Waikato District,1670,2006,40-44 Years,False,Gen X
Otorohanga District,750,2006,40-44 Years,False,Gen X
Waipa District,3490,2006,40-44 Years,False,Gen X
Hamilton City,9190,2006,40-44 Years,False,Gen X
Matamata-Piako District,2310,2006,40-44 Years,False,Gen X
Waikato District,4850,2006,40-44 Years,False,Gen X
Hauraki District,1360,2006,40-44 Years,False,Gen X
Thames-Coromandel District,1820,2006,40-44 Years,False,Gen X
Franklin Local Board Area,5300,2006,40-44 Years,False,Gen X
Papakura Local Board Area,3190,2006,40-44 Years,False,Gen X
Manurewa Local Board Area,5940,2006,40-44 Years,False,Gen X
Tauranga City,7800,2006,40-44 Years,False,Gen X
Otara-Papatoetoe Local Board Area,5310,2006,40-44 Years,False,Gen X
Tararua District,1370,2006,40-44 Years,False,Gen X
Kapiti Coast District,3480,2006,40-44 Years,False,Gen X
Southland District,2430,2006,40-44 Years,False,Gen X
Wairoa District,690,2001,40-44 Years,False,Baby Boomer
Clutha District,1380,2006,40-44 Years,False,Gen X
Dunedin City,8450,2006,40-44 Years,False,Gen X
Queenstown-Lakes District,1950,2006,40-44 Years,False,Gen X
Central Otago District,1280,2006,40-44 Years,False,Gen X
Waitaki District,1550,2006,40-44 Years,False,Gen X
Chatham Islands Territory,50,2006,40-44 Years,False,Gen X
Waimate District,540,2006,40-44 Years,False,Gen X
Mackenzie District,310,2006,40-44 Years,False,Gen X
Timaru District,3300,2006,40-44 Years,False,Gen X
Ashburton District,2160,2006,40-44 Years,False,Gen X
Selwyn District,3230,2006,40-44 Years,False,Gen X
Christchurch City,26920,2006,40-44 Years,False,Gen X
Horowhenua District,2170,2006,40-44 Years,False,Gen X
Waimakariri District,3740,2006,40-44 Years,False,Gen X
Westland District,740,2006,40-44 Years,False,Gen X
Grey District,1090,2006,40-44 Years,False,Gen X
Buller District,830,2006,40-44 Years,False,Gen X
Kaikoura District,270,2006,40-44 Years,False,Gen X
Marlborough District,3220,2006,40-44 Years,False,Gen X
Nelson City,3530,2006,40-44 Years,False,Gen X
Tasman District,3710,2006,40-44 Years,False,Gen X
South Wairarapa District,700,2006,40-44 Years,False,Gen X
Carterton District,520,2006,40-44 Years,False,Gen X
Masterton District,1610,2006,40-44 Years,False,Gen X
Wellington City,15250,2006,40-44 Years,False,Gen X
Lower Hutt City,7960,2006,40-44 Years,False,Gen X
Upper Hutt City,3200,2006,40-44 Years,False,Gen X
Porirua City,3930,2006,40-44 Years,False,Gen X
Hurunui District,880,2006,40-44 Years,False,Gen X
Mangere-Otahuhu Local Board Area,4840,2006,40-44 Years,False,Gen X
Rangitikei District,1180,2006,40-44 Years,False,Gen X
Central Hawke's Bay District,1040,2001,40-44 Years,False,Baby Boomer
Selwyn District,2450,2001,40-44 Years,False,Baby Boomer
Christchurch City,25240,2001,40-44 Years,False,Baby Boomer
Waimakariri District,3180,2001,40-44 Years,False,Baby Boomer
Hurunui District,850,2001,40-44 Years,False,Baby Boomer
Westland District,680,2001,40-44 Years,False,Baby Boomer
Grey District,1090,2001,40-44 Years,False,Baby Boomer
Buller District,840,2001,40-44 Years,False,Baby Boomer
Kaikoura District,270,2001,40-44 Years,False,Baby Boomer
Marlborough District,3160,2001,40-44 Years,False,Baby Boomer
Nelson City,3480,2001,40-44 Years,False,Baby Boomer
Tasman District,3530,2001,40-44 Years,False,Baby Boomer
South Wairarapa District,670,2001,40-44 Years,False,Baby Boomer
Masterton District,1770,2001,40-44 Years,False,Baby Boomer
Wellington City,13420,2001,40-44 Years,False,Baby Boomer
Ashburton District,1990,2001,40-44 Years,False,Baby Boomer
Lower Hutt City,7820,2001,40-44 Years,False,Baby Boomer
Porirua City,3700,2001,40-44 Years,False,Baby Boomer
Kapiti Coast District,3060,2001,40-44 Years,False,Baby Boomer
Horowhenua District,2160,2001,40-44 Years,False,Baby Boomer
Tararua District,1430,2001,40-44 Years,False,Baby Boomer
Palmerston North City,5440,2001,40-44 Years,False,Baby Boomer
Manawatu District,2100,2001,40-44 Years,False,Baby Boomer
Rangitikei District,1190,2001,40-44 Years,False,Baby Boomer
Whanganui District,3280,2001,40-44 Years,False,Baby Boomer
Ruapehu District,1140,2001,40-44 Years,False,Baby Boomer
South Taranaki District,2040,2001,40-44 Years,False,Baby Boomer
Stratford District,730,2001,40-44 Years,False,Baby Boomer
New Plymouth District,5450,2001,40-44 Years,False,Baby Boomer
Howick Local Board Area,10490,2006,40-44 Years,False,Gen X
Napier City,4090,2001,40-44 Years,False,Baby Boomer
Upper Hutt City,3050,2001,40-44 Years,False,Baby Boomer
Timaru District,3250,2001,40-44 Years,False,Baby Boomer
Carterton District,570,2001,40-44 Years,False,Baby Boomer
Waimate District,560,2001,40-44 Years,False,Baby Boomer
Hibiscus And Bays Local Board Area,7070,2006,40-44 Years,False,Gen X
Upper Harbour Local Board Area,4080,2006,40-44 Years,False,Gen X
Kaipatiki Local Board Area,6600,2006,40-44 Years,False,Gen X
Devonport-Takapuna Local Board Area,4630,2006,40-44 Years,False,Gen X
Henderson-Massey Local Board Area,8090,2006,40-44 Years,False,Gen X
Waitakere Ranges Local Board Area,4310,2006,40-44 Years,False,Gen X
Rodney Local Board Area,4560,2006,40-44 Years,False,Gen X
Aotea/great Barrier Local Board Area,65,2006,40-44 Years,False,Gen X
Waitemata Local Board Area,4630,2006,40-44 Years,False,Gen X
Whau Local Board Area,5960,2006,40-44 Years,False,Gen X
Albert-Eden Local Board Area,8390,2006,40-44 Years,False,Gen X
Puketapapa Local Board Area,4340,2006,40-44 Years,False,Gen X
Mackenzie District,310,2001,40-44 Years,False,Baby Boomer
Maungakiekie-Tamaki Local Board Area,5190,2006,40-44 Years,False,Gen X
Waiheke Local Board Area,720,2006,40-44 Years,False,Gen X
Auckland,110050,2006,40-44 Years,False,Gen X
Orakei Local Board Area,6330,2006,40-44 Years,False,Gen X
Whangarei District,5800,2006,40-44 Years,False,Gen X
Kaipara District,1340,2006,40-44 Years,False,Gen X
Chatham Islands Territory,60,2001,40-44 Years,False,Baby Boomer
Waitaki District,1550,2001,40-44 Years,False,Baby Boomer
Central Otago District,1170,2001,40-44 Years,False,Baby Boomer
Queenstown-Lakes District,1490,2001,40-44 Years,False,Baby Boomer
Clutha District,1480,2001,40-44 Years,False,Baby Boomer
Dunedin City,8540,2001,40-44 Years,False,Baby Boomer
Gore District,1030,2001,40-44 Years,False,Baby Boomer
Invercargill City,4010,2001,40-44 Years,False,Baby Boomer
Area Outside Territorial Authority,10,2001,40-44 Years,False,Baby Boomer
"Total, New Zealand",322490,2006,40-44 Years,False,Gen X
Far North District,4190,2006,40-44 Years,False,Gen X
Southland District,2480,2001,40-44 Years,False,Baby Boomer
Far North District,4310,2018,45-49 Years,False,Gen X
Invercargill City,3630,2013,45-49 Years,False,Gen X
Area Outside Territorial Authority,5,2013,45-49 Years,False,Gen X
"Total, New Zealand",333580,2018,45-49 Years,False,Gen X
Gore District,910,2013,45-49 Years,False,Gen X
Whangarei District,6200,2018,45-49 Years,False,Gen X
Kaipatiki Local Board Area,6230,2018,45-49 Years,False,Gen X
Auckland,113730,2018,45-49 Years,False,Gen X
Rodney Local Board Area,5520,2018,45-49 Years,False,Gen X
Hibiscus And Bays Local Board Area,8350,2018,45-49 Years,False,Gen X
Upper Harbour Local Board Area,4710,2018,45-49 Years,False,Gen X
Southland District,2190,2013,45-49 Years,False,Gen X
Devonport-Takapuna Local Board Area,4540,2018,45-49 Years,False,Gen X
Kaipara District,1450,2018,45-49 Years,False,Gen X
Clutha District,1270,2013,45-49 Years,False,Gen X
Mackenzie District,320,2013,45-49 Years,False,Gen X
Queenstown-Lakes District,2120,2013,45-49 Years,False,Gen X
Central Otago District,1250,2013,45-49 Years,False,Gen X
